perda,delay_0_media,delay_50_media,delay_200_media,delay_500_media,delay_0_ic95,delay_50_ic95,delay_200_ic95,delay_500_ic95
0,8000.0,8000.0,7547.715,1200.0,0.0,0.0,4.5512,0.0
1,8000.0,8000.0,7418.737,1200.0,0.0,0.0,101.1824,0.0
5,8000.0,8000.0,7167.0587,1200.0,0.0,0.0,178.0501,0.0
15,8000.0,8000.0,6185.3733,1200.0,0.0,0.0,266.347,0.0
